ProgramCode,FromGrade,ToGrade,GroupState,IsNonAnnual,Days,TravelType,DepartureDate,ReturnDate,DepositDate,SpecialPay,Tuition,FRPActive,FRPCancelled,FRPTakeuppercent,EarlyRPL,LatestRPL,CancelledPax,TotalDiscountPax,InitialSystemDate,PovertyCode,Region,CRMSegment,SchoolType,ParentMeetingFlag,MDRLowGrade,MDRHighGrade,TotalSchoolEnrollment,IncomeLevel,EZPayTakeUpRate,SchoolSponsor,SPRProductType,SPRNewExisting,FPP,TotalPax,SPRGroupRevenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPPtoSchoolenrollment,FPPtoPAX,NumofNonFPPPAX,SchoolSizeIndicator,RetainedLabel
HD,7,8,MI,0,3,A,6/16/11,6/18/11,10/15/10,FIXED_NA,1080,39,6,0.661,2/1/10,9/2/10,5,4,1/30/10,B,Other,10,PUBLIC,1,6,8,711,L,0.356,0,East Coast,EXISTING,59,63,1080,1,9/22/10,9/22/10,267,267,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.082981716,0.936507937,4,M-L,Retained
HVP,6,8,Other,0,3,B,6/16/11,6/18/11,10/31/10,FIXED_NA,369,16,10,0.41,1/1/10,7/9/10,12,3,7/10/10,C,Other,10,PUBLIC,0,6,7,210,Other,0.026,0,East Coast,NEW,39,42,369,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.185714286,0.928571429,3,S,Churned
HD,7,8,TX,0,4,A,6/16/11,6/19/11,11/15/10,FIXED_NA,1656,14,1,0.875,9/20/10,9/20/10,5,2,9/16/10,C,Dallas,10,PUBLIC,1,7,8,510,Other,0.188,0,East Coast,NEW,16,18,1656,1,10/21/10,10/21/10,238,238,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.031372549,0.888888889,2,S-M,Retained
SK,8,8,Other,1,5,A,6/16/11,6/20/11,10/15/10,FIXED_NA,1781,13,4,0.619,2/24/10,8/24/10,4,2,2/19/10,B,Other,6,PUBLIC,1,7,8,1420,M,0.381,0,Science,EXISTING,21,23,1781,2,5/18/10,9/15/10,394,274,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,1,0.014788732,0.913043478,2,L,Churned
HC,7,8,WA,0,5,A,6/16/11,6/20/11,10/31/10,FIXED_NA,2362,9,4,0.75,3/22/10,9/14/10,5,1,3/19/10,B,Pacific Northwest,5,PUBLIC,1,6,8,640,E,0.25,0,East Coast,EXISTING,12,13,2362,1,9/30/10,9/30/10,259,259,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.01875,0.923076923,1,M-L,Churned
HC,5,6,TX,0,5,A,6/16/11,6/20/11,10/15/10,FIXED_NA,2278,1,2,0.25,2/16/10,8/30/10,5,2,2/17/10,C,Dallas,4,PUBLIC,1,PK,6,456,K,0.5,0,East Coast,EXISTING,4,6,2278,1,9/9/10,9/9/10,280,280,Elementary,Middle,Elementary->Middle,June,PK,Middle,PK->Middle,H,0,0.00877193,0.666666667,2,S-M,Retained
SK,6,9,MN,1,5,A,6/16/11,6/20/11,10/31/10,FIXED_NA,1988,3,0,0.375,2/25/10,9/17/10,0,1,2/25/10,A,Other,6,PUBLIC,1,6,8,1082,Q,0.375,0,Science,EXISTING,8,9,1988,1,10/4/10,10/4/10,255,255,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,S,0,0.007393715,0.888888889,1,L,Churned
HD,8,8,Other,0,5,A,6/16/11,6/20/11,10/1/10,FIXED_NA,1929,6,3,0.462,3/26/10,8/23/10,7,1,3/26/10,B,Other,5,PUBLIC,1,6,8,586,K,0.077,0,East Coast,NEW,13,14,1929,2,5/4/10,9/14/10,408,275,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.0221843,0.928571429,1,M-L,Retained
HD,8,8,TX,0,5,A,6/16/11,6/20/11,10/23/10,FR,1757,8,2,0.5,3/8/10,8/20/10,4,2,3/6/10,C,Houston,10,PUBLIC,1,6,8,725,I,0.375,0,East Coast,EXISTING,16,18,1757,2,4/16/10,8/31/10,426,289,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.022068966,0.888888889,2,M-L,Retained
HC,8,8,Other,0,5,A,6/16/11,6/20/11,10/1/10,FIXED_NA,2050,9,9,0.9,3/26/10,8/25/10,9,2,3/19/10,B,Other,5,PUBLIC,1,7,8,831,M,0.3,0,East Coast,EXISTING,10,12,2050,2,8/30/10,9/23/10,290,266,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.012033694,0.833333333,2,L,Retained
SK,7,8,Other,1,5,A,6/16/11,6/20/11,10/31/10,FIXED_NA,1821,27,3,0.711,3/3/10,8/25/10,3,3,3/2/10,FIXED_NA,Other,4,CHD,1,K,8,516,N,0.237,0,Science,EXISTING,38,41,1821,1,9/14/10,9/14/10,275,275,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,S,0,0.073643411,0.926829268,3,S-M,Churned
SK,7,8,Other,0,5,A,6/16/11,6/20/11,9/24/10,FIXED_NA,1839,7,2,0.636,1/1/10,8/19/10,6,1,8/14/10,B,Other,6,PUBLIC,1,6,8,619,E,0.364,0,Science,EXISTING,11,12,1839,1,9/2/10,9/2/10,287,287,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.017770598,0.916666667,1,M-L,Retained
SK,6,7,Other,0,5,A,6/16/11,6/20/11,9/24/10,FIXED_NA,1839,2,4,0.286,1/1/10,8/19/10,5,1,8/14/10,B,Other,6,PUBLIC,1,PK,8,667,F,0,0,Science,EXISTING,7,8,1839,1,9/2/10,9/2/10,287,287,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,S,0,0.010494753,0.875,1,M-L,Retained
SK,6,8,CA,1,5,A,6/16/11,6/20/11,11/15/10,FIXED_NA,2074,2,3,0.4,1/1/10,8/25/10,5,1,8/18/10,Other,Northern California,4,PUBLIC,1,K,8,453,M,0.4,0,Science,NEW,5,6,2074,1,9/8/10,9/8/10,281,281,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,S,0,0.011037528,0.833333333,1,S-M,Churned
SK,6,8,Other,0,5,A,6/16/11,6/20/11,11/15/10,FIXED_NA,1914,3,0,0.5,1/1/10,9/23/10,1,1,9/22/10,B,Other,6,PUBLIC,1,6,8,601,E,0,0,Science,NEW,6,7,1914,1,10/12/10,10/12/10,247,247,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.009983361,0.857142857,1,M-L,Churned
HD,0,0,Other,0,6,A,6/16/11,6/21/11,12/15/10,SA,1659,0,0,0,1/1/10,10/29/10,1,0,10/30/10,FIXED_NA,Other,7,CHD,0,FIXED_NA,0,0,FIXED_NA,0,0,East Coast,NEW,51,51,1659,0,1/1/10,1/1/10,0,0,Undefined,Undefined,Undefined->Undefined,June,Undefined,Undefined,Undefined->Undefined,H,0,0,1,0,FIXED_NA,Churned
HN,7,8,Other,0,3,A,6/17/11,6/19/11,10/15/10,FIXED_NA,1747,10,4,0.667,5/11/10,9/2/10,10,1,5/12/10,A,Other,10,PUBLIC,1,7,8,811,O,0.2,0,East Coast,EXISTING,15,16,1747,1,9/21/10,9/21/10,269,269,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.018495684,0.9375,1,M-L,Retained
HD,8,8,MI,0,5,B,6/17/11,6/21/11,11/15/10,FIXED_NA,867,27,4,0.643,2/4/10,8/26/10,7,2,2/3/10,B,Other,10,PUBLIC,1,7,8,500,I,0.381,0,East Coast,EXISTING,42,44,867,2,10/19/10,5/18/11,241,30,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.084,0.954545455,2,S-M,Retained
HD,8,8,OH,0,4,B,6/17/11,6/21/11,10/29/10,CP,729,16,4,0.615,4/2/10,8/30/10,5,2,3/30/10,B,Other,10,PUBLIC,0,6,8,400,I,0.154,0,East Coast,EXISTING,26,28,729,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.065,0.928571429,2,S-M,Retained
HVP,8,8,MI,0,5,B,6/17/11,6/21/11,10/25/10,FIXED_NA,457,24,2,0.632,4/19/10,8/19/10,3,2,4/8/10,B,Other,10,PUBLIC,1,6,12,439,J,0.316,0,East Coast,EXISTING,38,40,457,1,9/28/10,9/28/10,262,262,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,1,0.086560364,0.95,2,S-M,Retained
HD,7,8,CA,0,5,A,6/17/11,6/21/11,12/15/10,FIXED_NA,1988,14,0,0.56,3/15/10,8/20/10,1,2,3/4/10,B,Southern California,5,PUBLIC,1,7,8,1226,P,0.32,0,East Coast,EXISTING,25,27,1988,2,6/15/10,9/22/10,367,268,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.020391517,0.925925926,2,L,Retained
HD,7,8,OR,0,5,A,6/17/11,6/21/11,11/1/10,FIXED_NA,1918,4,3,0.2,1/1/10,10/8/10,10,2,10/8/10,B,Pacific Northwest,5,PUBLIC,1,6,8,548,F,0.1,0,East Coast,NEW,20,22,1918,1,10/19/10,10/19/10,241,241,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.03649635,0.909090909,2,S-M,Churned
HC,7,8,CA,0,5,A,6/17/11,6/22/11,10/22/10,FIXED_NA,2397,9,1,0.692,7/15/10,7/15/10,3,1,6/15/10,B,Northern California,5,PUBLIC,1,6,8,676,P,0.154,0,East Coast,EXISTING,13,14,2397,1,9/27/10,9/27/10,263,263,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.019230769,0.928571429,1,M-L,Retained
HC,0,0,WA,0,7,A,6/17/11,6/23/11,11/13/10,FIXED_NA,2867,46,19,0.697,3/11/10,9/29/10,18,11,3/12/10,A,Pacific Northwest,5,PUBLIC,1,6,8,957,P,0.409,0,East Coast,EXISTING,66,77,2867,1,10/13/10,10/13/10,247,247,Undefined,Undefined,Undefined->Undefined,June,Middle,Middle,Middle->Middle,H,0,0.068965517,0.857142857,11,L,Retained
HC,8,8,OR,0,7,A,6/17/11,6/23/11,11/19/10,FIXED_NA,2622,4,4,0.571,4/22/10,8/23/10,4,1,4/17/10,FIXED_NA,Pacific Northwest,10,CHD,1,PK,12,320,G,0.571,0,East Coast,EXISTING,7,8,2622,1,9/30/10,9/30/10,260,260,Middle,Middle,Middle->Middle,June,PK,High,PK->High,H,1,0.021875,0.875,1,S,Retained
HC,8,8,OR,0,7,A,6/17/11,6/23/11,11/19/10,FIXED_NA,2622,7,4,0.368,4/22/10,8/23/10,3,1,4/17/10,FIXED_NA,Pacific Northwest,10,CHD,1,PK,8,129,J,0.263,0,East Coast,EXISTING,19,20,2622,1,9/2/10,9/2/10,288,288,Middle,Middle,Middle->Middle,June,PK,Middle,PK->Middle,H,1,0.147286822,0.95,1,S,Retained
HD,8,8,OR,0,7,A,6/17/11,6/23/11,10/15/10,FIXED_NA,2399,11,3,0.846,5/18/10,8/24/10,3,1,5/17/10,FIXED_NA,Pacific Northwest,5,Catholic,1,K,8,223,Q,0.769,0,East Coast,EXISTING,13,14,2399,1,9/23/10,9/23/10,267,267,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.058295964,0.928571429,1,S,Retained
HD,12,12,FL,0,6,A,6/17/11,6/23/11,10/1/10,SA,2150,0,0,0,2/3/10,2/3/10,2,0,2/3/10,FIXED_NA,Other,7,PUBLIC,0,FIXED_NA,0,0,FIXED_NA,0,0,East Coast,EXISTING,32,32,2150,0,1/1/10,1/1/10,0,0,High,High,High->High,June,Undefined,Undefined,Undefined->Undefined,H,1,0,1,0,FIXED_NA,Churned
Other,8,9,MN,0,4,A,6/18/11,6/21/11,10/15/10,FIXED_NA,1768,3,0,0.75,3/4/10,8/27/10,2,1,3/4/10,C,Other,8,PUBLIC,0,7,12,450,G,0.25,1,Science,NEW,4,5,1768,0,1/1/10,1/1/10,0,0,Middle,High,Middle->High,June,Middle,High,Middle->High,S,0,0.008888889,0.8,1,S-M,Churned
HD,6,8,CA,0,4,A,6/18/11,6/21/11,10/15/10,FIXED_NA,1632,1,4,0.5,3/10/10,8/10/10,4,1,2/25/10,C,Southern California,10,PUBLIC,1,K,5,606,I,0.5,0,East Coast,EXISTING,2,3,1632,2,4/20/10,9/28/10,424,263,Middle,Middle,Middle->Middle,June,K,Elementary,K->Elementary,H,0,0.00330033,0.666666667,1,M-L,Churned
Other,6,8,Other,0,4,A,6/18/11,6/21/11,11/9/10,FIXED_NA,1811,2,4,0.25,1/1/10,9/29/10,3,1,9/29/10,B,Other,7,PUBLIC,1,6,8,366,F,0.25,0,Science,NEW,8,9,1811,1,10/26/10,10/26/10,235,235,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,0,0.021857923,0.888888889,1,S-M,Retained
HD,8,8,CA,0,5,A,6/18/11,6/22/11,11/5/10,FIXED_NA,2133,40,4,0.714,4/28/10,9/1/10,9,4,4/27/10,B,Southern California,5,PUBLIC,1,7,8,1060,Q,0.304,0,East Coast,EXISTING,56,60,2133,1,10/6/10,10/6/10,255,255,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.052830189,0.933333333,4,L,Retained
HD,8,8,WA,0,5,A,6/18/11,6/22/11,10/29/10,FIXED_NA,1595,24,10,0.667,3/3/10,8/25/10,13,5,3/2/10,C,Pacific Northwest,5,PUBLIC,1,Other,9,683,J,0.194,0,East Coast,EXISTING,36,41,1595,1,9/22/10,9/22/10,269,269,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,H,1,0.052708638,0.87804878,5,M-L,Retained
HC,8,8,CA,0,5,A,6/18/11,6/22/11,11/29/10,FIXED_NA,2269,17,4,0.586,2/18/10,8/10/10,5,4,2/19/10,A,Southern California,5,CHD,0,6,8,0,P,0.207,0,East Coast,EXISTING,29,33,2269,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0,0.878787879,4,FIXED_NA,Retained
HD,8,8,WA,0,5,A,6/18/11,6/22/11,10/1/10,FIXED_NA,2049,2,0,0.4,2/2/10,8/20/10,2,1,2/3/10,B,Pacific Northwest,5,PUBLIC,1,6,8,505,I,0.6,0,East Coast,EXISTING,5,6,2049,2,4/26/10,10/1/10,418,260,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.00990099,0.833333333,1,S-M,Retained
HD,6,8,CA,1,5,A,6/18/11,6/22/11,11/1/10,FIXED_NA,2005,8,5,0.571,5/10/10,8/19/10,6,1,5/8/10,C,Southern California,5,PUBLIC,1,K,8,752,J,0.214,0,East Coast,NEW,14,15,2005,2,5/26/10,9/28/10,388,263,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,0,0.018617021,0.933333333,1,M-L,Churned
HD,6,8,WA,0,5,A,6/18/11,6/22/11,12/10/10,FR,2074,5,2,1,1/1/10,10/8/10,4,1,10/7/10,C,Pacific Northwest,5,PUBLIC,1,6,8,465,J,0,0,East Coast,NEW,5,6,2074,1,10/28/10,10/28/10,233,233,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.010752688,0.833333333,1,S-M,Churned
HD,6,12,WA,0,5,A,6/18/11,6/22/11,10/1/10,FIXED_NA,2017,3,0,0.3,4/30/10,8/26/10,0,1,4/28/10,B,Pacific Northwest,10,PUBLIC,1,K,12,119,I,0.2,0,East Coast,NEW,10,11,2017,1,5/19/10,5/19/10,395,395,Middle,High,Middle->High,June,K,High,K->High,H,0,0.084033613,0.909090909,1,S,Churned
HC,9,12,WA,0,5,A,6/18/11,6/22/11,10/29/10,FIXED_NA,2255,1,4,0.25,3/29/10,8/19/10,5,1,3/26/10,C,Pacific Northwest,8,PUBLIC,1,9,12,313,J,0,0,East Coast,NEW,4,5,2255,1,10/4/10,10/4/10,257,257,High,High,High->High,June,High,High,High->High,H,0,0.012779553,0.8,1,S,Churned
HD,6,8,WA,0,5,A,6/18/11,6/22/11,10/1/10,FIXED_NA,2224,10,0,0.714,4/26/10,8/30/10,0,1,4/24/10,B,Pacific Northwest,5,PUBLIC,1,6,8,75,J,0.357,0,East Coast,NEW,14,15,2224,2,5/20/10,9/9/10,394,282,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.186666667,0.933333333,1,S,Churned
Other,7,8,Other,1,5,A,6/18/11,6/22/11,10/29/10,FIXED_NA,1979,6,0,0.857,1/25/10,9/15/10,0,1,1/26/10,B,Other,8,PUBLIC,1,7,12,200,M,0.286,0,Science,EXISTING,7,8,1979,2,2/26/10,9/30/10,477,261,Middle,Middle,Middle->Middle,June,Middle,High,Middle->High,S,0,0.035,0.875,1,S,Churned
Other,7,7,Other,0,5,A,6/18/11,6/22/11,11/30/10,FIXED_NA,2184,4,0,0.571,1/1/10,8/27/10,1,1,8/24/10,C,Other,7,PUBLIC,1,6,8,450,E,0.286,0,Science,EXISTING,7,8,2184,1,9/9/10,9/9/10,282,282,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,S,1,0.015555556,0.875,1,S-M,Churned
HD,6,7,WA,0,5,A,6/18/11,6/22/11,11/3/10,FIXED_NA,1950,3,1,0.75,1/1/10,9/23/10,1,1,9/23/10,B,Pacific Northwest,5,PUBLIC,1,6,8,464,H,0.5,0,East Coast,NEW,4,5,1950,1,10/14/10,10/14/10,247,247,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.00862069,0.8,1,S-M,Churned
HC,8,8,WA,0,6,A,6/18/11,6/23/11,11/1/10,FIXED_NA,2424,12,0,0.6,2/18/10,8/27/10,0,1,2/11/10,B,Pacific Northwest,5,PUBLIC,1,6,8,444,I,0.25,0,East Coast,EXISTING,20,21,2424,1,9/21/10,9/21/10,270,270,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.045045045,0.952380952,1,S-M,Retained
HD,8,8,CA,0,6,A,6/18/11,6/23/11,11/30/10,FIXED_NA,2099,10,4,0.526,4/26/10,9/22/10,4,3,4/22/10,C,Southern California,5,PUBLIC,1,6,8,1500,N,0.158,0,East Coast,EXISTING,19,22,2099,1,10/6/10,10/6/10,255,255,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.012666667,0.863636364,3,L,Retained
HD,8,8,CA,0,6,A,6/18/11,6/23/11,10/31/10,FIXED_NA,2049,18,3,0.5,4/22/10,9/8/10,5,5,4/22/10,B,Northern California,5,PUBLIC,1,7,8,1030,P,0.361,0,East Coast,EXISTING,36,41,2049,1,9/22/10,9/22/10,269,269,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.034951456,0.87804878,5,L,Retained
HD,8,9,WA,0,5,A,6/18/11,6/23/11,11/6/10,FIXED_NA,2110,8,0,0.8,4/22/10,8/5/10,1,1,4/20/10,B,Pacific Northwest,5,PUBLIC,1,6,8,991,M,0.4,0,East Coast,NEW,10,11,2110,1,10/5/10,10/5/10,256,256,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,H,0,0.010090817,0.909090909,1,L,Churned
HC,8,8,CA,0,6,A,6/18/11,6/24/11,10/26/10,FIXED_NA,2542,4,1,0.667,2/15/10,8/21/10,1,3,2/13/10,C,Northern California,5,PUBLIC,1,6,8,530,G,0.167,0,East Coast,EXISTING,6,9,2542,2,3/23/10,11/4/10,452,226,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.011320755,0.666666667,3,S-M,Churned
HC,8,8,WA,0,7,A,6/18/11,6/24/11,10/15/10,FIXED_NA,2485,15,5,0.273,2/24/10,8/25/10,7,6,2/18/10,B,Pacific Northwest,5,PUBLIC,1,6,8,450,N,0.4,0,East Coast,EXISTING,55,61,2485,1,8/26/10,8/26/10,296,296,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.122222222,0.901639344,6,S-M,Retained
HC,8,8,CA,0,6,A,6/18/11,6/24/11,11/15/10,FIXED_NA,2544,13,6,0.448,3/1/10,8/30/10,6,2,2/27/10,C,Southern California,5,PUBLIC,1,K,8,1068,J,0.483,0,East Coast,EXISTING,29,31,2544,1,4/6/11,4/6/11,73,73,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.027153558,0.935483871,2,L,Retained
HD,8,8,CA,0,8,A,6/18/11,6/25/11,11/1/10,FIXED_NA,2718,55,13,0.671,3/1/10,3/1/10,13,10,2/25/10,FIXED_NA,Northern California,7,CHD,1,FIXED_NA,0,0,FIXED_NA,0.342,0,East Coast,EXISTING,82,92,2718,2,9/28/10,9/29/10,263,262,Middle,Middle,Middle->Middle,June,Undefined,Undefined,Undefined->Undefined,H,1,0,0.891304348,10,FIXED_NA,Retained
HD,5,5,OR,0,8,A,6/18/11,6/25/11,11/15/10,FIXED_NA,2398,5,1,0.227,1/1/10,9/23/10,2,2,8/5/10,B,Pacific Northwest,4,PUBLIC,1,K,5,433,J,0.136,0,East Coast,EXISTING,22,24,2398,2,9/16/10,11/16/10,275,214,Elementary,Elementary,Elementary->Elementary,June,K,Elementary,K->Elementary,H,1,0.050808314,0.916666667,2,S-M,Retained
HC,8,8,OR,0,8,A,6/18/11,6/26/11,10/8/10,CP,2621,18,13,0.487,4/19/10,8/25/10,19,3,4/9/10,B,Pacific Northwest,5,PUBLIC,1,6,8,705,H,0.297,0,East Coast,EXISTING,37,40,2621,1,9/14/10,9/14/10,277,277,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.05248227,0.925,3,M-L,Retained
Other,11,12,CA,0,9,A,6/18/11,6/27/11,12/15/10,FIXED_NA,2976,19,13,0.731,4/22/10,9/14/10,16,2,4/15/10,FIXED_NA,Southern California,8,CHD,1,9,12,420,E,0.308,1,East Coast,EXISTING,26,28,2976,1,9/15/10,9/15/10,276,276,High,High,High->High,June,High,High,High->High,C,0,0.061904762,0.928571429,2,S-M,Churned
HD,7,8,CA,1,5,A,6/19/11,6/23/11,11/1/10,FIXED_NA,1993,11,3,0.647,2/26/10,9/14/10,3,2,2/27/10,C,Southern California,5,PUBLIC,1,6,8,941,N,0.353,0,East Coast,EXISTING,17,19,1993,1,12/6/10,12/6/10,195,195,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.018065887,0.894736842,2,L,Churned
HD,8,8,CA,0,5,A,6/19/11,6/23/11,10/15/10,FIXED_NA,2120,5,3,0.833,1/1/10,8/31/10,4,2,4/18/10,B,Northern California,5,PUBLIC,0,7,8,800,Q,0.333,0,East Coast,EXISTING,6,8,2120,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.0075,0.75,2,M-L,Churned
HD,7,8,OR,0,5,A,6/19/11,6/23/11,10/22/10,FIXED_NA,2002,6,1,0.857,3/19/10,9/2/10,2,1,3/17/10,C,Pacific Northwest,5,PUBLIC,1,6,8,967,J,0.714,0,East Coast,EXISTING,7,8,2002,1,9/30/10,9/30/10,262,262,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.007238883,0.875,1,L,Churned
HD,8,8,OR,0,5,A,6/19/11,6/23/11,11/10/10,FIXED_NA,1990,15,3,0.714,5/4/10,9/17/10,4,2,5/5/10,B,Pacific Northwest,5,PUBLIC,1,6,8,723,G,0.238,0,East Coast,EXISTING,21,23,1990,2,10/6/10,10/7/10,256,255,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.029045643,0.913043478,2,M-L,Retained
HD,6,8,WA,1,5,A,6/19/11,6/23/11,10/22/10,FIXED_NA,1992,3,3,1,4/15/10,8/19/10,6,1,4/13/10,C,Pacific Northwest,5,PUBLIC,1,6,8,302,F,0.333,0,East Coast,NEW,3,4,1992,2,5/12/10,10/6/10,403,256,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,0,0.009933775,0.75,1,S,Churned
HD,6,9,WA,0,5,A,6/19/11,6/23/11,12/1/10,FIXED_NA,1999,12,5,0.6,2/22/10,9/1/10,5,2,9/19/09,B,Pacific Northwest,5,PUBLIC,1,6,8,350,N,0.15,0,East Coast,NEW,20,22,1999,1,9/23/10,9/23/10,269,269,Middle,High,Middle->High,June,Middle,Middle,Middle->Middle,H,0,0.057142857,0.909090909,2,S-M,Churned
HD,8,8,Other,0,5,A,6/19/11,6/23/11,11/1/10,FR,1699,2,0,0.118,3/10/10,8/13/10,0,2,2/18/10,B,Other,10,PUBLIC,1,K,12,510,K,0.059,0,East Coast,EXISTING,17,19,1699,1,8/25/10,8/25/10,298,298,Middle,Middle,Middle->Middle,June,K,High,K->High,H,1,0.033333333,0.894736842,2,S-M,Retained
HD,8,8,OR,0,5,A,6/19/11,6/23/11,10/15/10,FIXED_NA,1788,14,3,0.519,2/8/10,9/7/10,3,4,2/5/10,C,Pacific Northwest,5,PUBLIC,1,6,8,711,M,0.259,0,East Coast,EXISTING,27,31,1788,1,9/30/10,9/30/10,262,262,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.037974684,0.870967742,4,M-L,Retained
HD,8,8,WA,0,5,A,6/19/11,6/23/11,10/1/10,FIXED_NA,2023,5,8,0.625,4/22/10,8/31/10,9,1,4/21/10,B,Pacific Northwest,5,PUBLIC,1,6,8,367,N,0.75,0,East Coast,NEW,8,9,2023,2,5/19/10,9/22/10,396,270,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.021798365,0.888888889,1,S-M,Churned
HD,8,8,OR,0,5,A,6/19/11,6/23/11,10/15/10,FIXED_NA,1767,15,2,0.682,10/7/09,8/31/10,2,2,10/7/09,B,Pacific Northwest,10,PUBLIC,1,K,8,499,N,0.273,0,East Coast,NEW,22,24,1767,2,10/29/09,9/30/10,598,262,Middle,Middle,Middle->Middle,June,K,Middle,K->Middle,H,1,0.044088176,0.916666667,2,S-M,Retained
HD,9,12,WA,0,5,A,6/19/11,6/23/11,10/24/10,FIXED_NA,2028,2,2,0.333,4/15/10,8/31/10,2,1,4/13/10,C,Pacific Northwest,10,PUBLIC,1,7,8,263,L,0.667,0,East Coast,NEW,6,7,2028,1,9/28/10,9/28/10,264,264,High,High,High->High,June,Middle,Middle,Middle->Middle,H,0,0.022813688,0.857142857,1,S,Churned
HD,5,6,Other,1,5,A,6/19/11,6/23/11,10/1/10,FIXED_NA,2315,5,0,0.714,2/9/10,8/9/10,0,1,2/6/10,B,Other,4,PUBLIC,1,K,6,680,P,0.286,0,East Coast,EXISTING,7,8,2315,2,2/24/10,8/24/10,480,299,Elementary,Middle,Elementary->Middle,June,K,Middle,K->Middle,H,0,0.010294118,0.875,1,M-L,Churned
HD,8,8,WA,0,5,A,6/19/11,6/23/11,10/7/10,FIXED_NA,1995,4,5,0.444,1/1/10,8/30/10,6,1,8/24/10,B,Pacific Northwest,5,PUBLIC,1,6,8,798,Q,0.222,0,East Coast,NEW,9,10,1995,1,9/23/10,9/23/10,269,269,Middle,Middle,Middle->Middle,June,Middle,Middle,Middle->Middle,H,1,0.011278195,0.9,1,M-L,Churned
