ProgramCode,FromGrade,ToGrade,GroupState,IsNonAnnual,Days,TravelType,DepartureDate,ReturnDate,DepositDate,SpecialPay,Tuition,FRPActive,FRPCancelled,FRPTakeuppercent,EarlyRPL,LatestRPL,CancelledPax,TotalDiscountPax,InitialSystemDate,PovertyCode,Region,CRMSegment,SchoolType,ParentMeetingFlag,MDRLowGrade,MDRHighGrade,TotalSchoolEnrollment,IncomeLevel,EZPayTakeUpRate,SchoolSponsor,SPRProductType,SPRNewExisting,FPP,TotalPax,SPRGroupRevenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPPtoSchoolenrollment,FPPtoPAX,NumofNonFPPPAX,SchoolSizeIndicator,RetainedLabel
HD,7,7,AZ,0,4,A,5/1/11,5/4/11,10/15/10,FIXED_NA,1561,45,6,0.652,2/11/10,8/10/10,18,9,2/9/10,B,Other,10,PUBLIC,1,7,8,1000,I,0.058,1,East Coast,EXISTING,69,78,1561,1,9/30/10,9/30/10,213,213,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.069,0.884615385,9,L,Retained
HD,6,8,FL,1,5,B,5/2/11,5/6/11,10/15/10,FIXED_NA,767,19,8,0.38,2/3/10,8/24/10,17,4,1/29/10,B,Other,10,PUBLIC,1,6,8,885,L,0.24,0,East Coast,EXISTING,50,54,767,1,9/16/10,9/16/10,228,228,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.056497175,0.925925926,4,L,Churned
HD,8,8,CA,1,5,A,5/2/11,5/6/11,10/12/10,FIXED_NA,1999,15,0,0.469,2/2/10,8/25/10,0,4,1/23/10,FIXED_NA,Southern California,7,PUBLIC,1,FIXED_NA,0,0,FIXED_NA,0.25,0,East Coast,EXISTING,32,36,1999,1,9/7/10,9/7/10,237,237,Middle,Middle,Middle->Middle,May,Undefined,Undefined,Undefined->Undefined,H,1,0,0.888888889,4,FIXED_NA,Churned
CD,7,8,CA,1,5,A,5/2/11,5/6/11,10/14/10,FIXED_NA,1849,22,3,0.647,4/14/10,9/17/10,5,2,2/28/10,FIXED_NA,Southern California,5,CHD,1,K,8,412,Q,0.206,1,East Coast,EXISTING,34,36,1849,1,9/7/10,9/7/10,237,237,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,C,0,0.082524272,0.944444444,2,S-M,Churned
HD,8,8,IL,0,6,B,5/2/11,5/7/11,10/15/10,FR,909,6,0,0.182,2/26/10,8/27/10,1,2,2/27/10,C,Other,1,PUBLIC,0,6,8,638,M,0,0,East Coast,EXISTING,33,35,909,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.051724138,0.942857143,2,M-L,Retained
HD,8,8,Other,0,4,A,5/3/11,5/6/11,9/30/10,FIXED_NA,1452,12,1,0.375,4/30/10,8/23/10,1,4,4/30/10,FIXED_NA,Other,2,Private non-Christian,1,PK,8,353,E,0.156,0,East Coast,EXISTING,32,36,1452,1,9/2/10,9/2/10,243,243,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.090651558,0.888888889,4,S-M,Retained
CD,7,8,CA,1,5,A,5/3/11,5/7/11,9/15/10,FR,2078,16,3,0.421,2/11/10,8/23/10,6,2,1/28/10,FIXED_NA,Northern California,10,Catholic,1,PK,8,170,L,0.158,0,East Coast,EXISTING,38,40,2078,2,3/8/10,8/31/10,421,245,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,C,0,0.223529412,0.95,2,S,Churned
HD,8,8,CA,0,5,A,5/3/11,5/7/11,11/1/10,CP,1810,16,4,0.222,1/1/10,9/16/10,4,8,2/20/10,FIXED_NA,Northern California,10,Private non-Christian,1,6,8,50,Q,0.111,0,East Coast,EXISTING,72,80,1810,1,10/5/10,10/5/10,210,210,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,1.44,0.9,8,S,Retained
HS,4,5,CA,1,3,A,5/4/11,5/6/11,10/20/10,FR,756,9,0,0.243,1/1/10,9/7/10,0,1,9/3/10,FIXED_NA,Southern California,4,CHD,1,PK,6,198,P,0.027,1,CA History,EXISTING,37,38,756,1,9/23/10,9/23/10,223,223,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,0,0.186868687,0.973684211,1,S,Churned
HD,8,8,FL,0,5,B,5/4/11,5/8/11,10/25/10,FIXED_NA,846,13,0,0.351,3/10/10,8/27/10,4,4,2/18/10,B,Other,10,PUBLIC,1,6,8,730,I,0.162,0,East Coast,EXISTING,37,41,846,1,9/28/10,9/28/10,218,218,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.050684932,0.902439024,4,M-L,Retained
Other,7,8,CA,1,6,A,5/4/11,5/9/11,11/1/10,FIXED_NA,2630,11,3,0.579,3/18/10,3/18/10,2,3,3/17/10,FIXED_NA,Northern California,10,CHD,1,PK,8,112,O,0.105,0,East Coast,NEW,19,22,2630,1,8/30/10,8/30/10,247,247,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,C,0,0.169642857,0.863636364,3,S,Churned
HS,4,4,CA,0,1,A,5/5/11,5/5/11,1/10/10,FR,399,2,0,0.125,1/1/10,12/2/10,0,1,6/10/10,FIXED_NA,Southern California,4,PUBLIC,0,PK,6,0,Other,0,1,CA History,EXISTING,16,17,399,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,1,0,0.941176471,1,FIXED_NA,Retained
HS,4,4,CA,0,1,A,5/5/11,5/5/11,11/30/10,FIXED_NA,428,9,0,0.75,4/26/10,8/20/10,0,1,4/22/10,B,Southern California,4,PUBLIC,0,K,5,722,Q,0.167,1,CA History,EXISTING,12,13,428,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,1,0.016620499,0.923076923,1,M-L,Churned
Other,4,4,CA,0,2,B,5/5/11,5/6/11,10/15/10,SA,443,0,0,0,1/1/10,9/2/10,1,2,4/13/10,FIXED_NA,Northern California,3,Private non-Christian,0,K,8,400,Q,0,1,CA History,EXISTING,48,50,443,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.12,0.96,2,S-M,Retained
Other,8,8,FL,0,3,A,5/5/11,5/7/11,10/29/10,FIXED_NA,1557,35,7,0.796,1/1/10,8/23/10,7,4,6/8/10,FIXED_NA,Other,5,Private non-Christian,1,6,8,442,M,0.114,1,East Coast,EXISTING,44,48,1557,2,9/28/10,10/18/10,219,199,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.099547511,0.916666667,4,S-M,Retained
HD,0,0,MN,0,4,A,5/5/11,5/8/11,10/29/10,FR,1422,53,9,0.616,3/23/10,8/25/10,12,6,3/22/10,A,Other,5,PUBLIC,1,6,8,1185,N,0.337,0,East Coast,EXISTING,86,92,1422,1,9/28/10,9/28/10,219,219,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.07257384,0.934782609,6,L,Retained
HD,8,8,TX,0,4,A,5/5/11,5/8/11,11/10/10,FIXED_NA,1672,5,0,0.714,9/16/10,9/16/10,2,2,9/16/10,Other,Houston,1,PUBLIC,1,6,8,430,Other,0,0,East Coast,NEW,7,9,1672,1,9/28/10,9/28/10,219,219,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.01627907,0.777777778,2,S-M,Churned
HS,4,5,CA,1,1,A,5/6/11,5/6/11,11/9/10,FIXED_NA,417,17,1,0.425,1/1/10,9/23/10,5,1,9/22/10,FIXED_NA,Southern California,4,Private non-Christian,1,PK,6,85,Q,0.1,1,CA History,NEW,40,41,417,1,10/12/10,10/12/10,206,206,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,0,0.470588235,0.975609756,1,S,Churned
HS,4,4,CA,0,1,A,5/7/11,5/7/11,10/22/10,FIXED_NA,395,19,4,0.633,5/18/10,8/26/10,6,1,5/6/10,A,Southern California,4,PUBLIC,0,K,5,495,Q,0.133,1,CA History,EXISTING,30,31,395,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,May,K,Elementary,K->Elementary,H,1,0.060606061,0.967741935,1,S-M,Retained
HC,8,8,CA,0,6,A,5/8/11,5/13/11,10/14/10,FIXED_NA,2260,10,0,0.526,1/1/10,8/23/10,0,3,5/13/10,FIXED_NA,Southern California,5,Private non-Christian,1,7,12,700,J,0.105,1,East Coast,EXISTING,19,22,2260,1,10/5/10,10/5/10,215,215,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.027142857,0.863636364,3,M-L,Retained
HD,8,8,CA,0,6,A,5/8/11,5/13/11,10/10/10,FIXED_NA,2260,31,0,0.633,1/1/10,8/23/10,0,5,5/13/10,FIXED_NA,Southern California,5,Private non-Christian,1,7,12,700,J,0.102,1,East Coast,EXISTING,49,54,2260,1,9/10/10,9/10/10,240,240,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.07,0.907407407,5,M-L,Retained
CD,8,8,FL,0,4,A,5/9/11,5/12/11,10/1/10,FIXED_NA,1445,6,0,0.857,4/12/10,8/9/10,0,1,4/8/10,FIXED_NA,Other,10,CHD,1,PK,12,365,Other,0,0,East Coast,EXISTING,7,8,1445,1,9/1/10,9/1/10,250,250,Middle,Middle,Middle->Middle,May,PK,High,PK->High,C,1,0.019178082,0.875,1,S-M,Retained
HD,8,8,MI,0,5,B,5/9/11,5/13/11,10/22/10,FR,781,22,4,0.333,3/17/10,9/1/10,12,8,3/16/10,C,Other,2,PUBLIC,1,6,8,400,Other,0.061,1,East Coast,NEW,66,74,781,1,9/15/10,9/15/10,236,236,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.165,0.891891892,8,S-M,Retained
HD,8,8,CA,0,5,A,5/9/11,5/13/11,11/15/10,FR,2249,15,3,0.882,2/19/10,9/16/10,2,2,2/20/10,FIXED_NA,Southern California,5,Private non-Christian,0,PK,8,225,Other,0.177,0,East Coast,EXISTING,17,19,2249,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.075555556,0.894736842,2,S,Retained
HD,7,8,CA,1,5,A,5/9/11,5/13/11,10/15/10,FIXED_NA,1849,25,8,0.568,4/27/10,9/28/10,17,4,4/23/10,Other,Northern California,4,PUBLIC,1,K,6,484,J,0.205,0,East Coast,NEW,44,48,1849,1,8/24/10,8/24/10,258,258,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.090909091,0.916666667,4,S-M,Churned
CD,8,8,Other,1,4,A,5/10/11,5/13/11,10/1/10,FIXED_NA,1111,11,0,0.458,4/29/10,8/24/10,1,1,4/16/10,FIXED_NA,Other,2,CHD,1,PK,8,200,I,0.167,1,East Coast,EXISTING,24,25,1111,2,8/24/10,8/30/10,259,253,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,C,1,0.12,0.96,1,S,Churned
HD,0,0,CO,0,4,A,5/10/11,5/14/11,10/29/10,FIXED_NA,1549,15,1,0.652,5/21/10,8/30/10,1,2,5/20/10,B,Other,5,PUBLIC,1,6,8,511,N,0.13,0,East Coast,EXISTING,23,25,1549,1,10/15/10,10/15/10,207,207,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.045009785,0.92,2,S-M,Retained
HD,7,8,OH,0,4,B,5/10/11,5/14/11,11/19/10,FIXED_NA,756,18,8,0.643,1/1/10,10/7/10,17,4,10/7/10,FIXED_NA,Other,10,CHD,0,PK,12,700,L,0.036,0,East Coast,NEW,28,32,756,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,0,0.04,0.875,4,M-L,Churned
HD,7,8,MI,1,3,A,5/11/11,5/13/11,6/1/10,SA,1270,0,0,0,4/30/10,4/30/10,0,1,1/27/10,B,Other,1,PUBLIC,0,K,12,65,E,0,0,East Coast,EXISTING,15,16,1270,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,K,High,K->High,H,0,0.230769231,0.9375,1,S,Churned
HS,4,4,CA,0,2,A,5/12/11,5/13/11,10/22/10,FR,635,6,0,0.353,5/18/10,8/25/10,0,1,4/30/10,FIXED_NA,Southern California,5,CHD,1,K,8,470,P,0.118,1,CA History,EXISTING,17,18,635,1,9/2/10,9/2/10,252,252,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.036170213,0.944444444,1,S-M,Retained
HN,8,8,TX,0,4,A,5/13/11,5/16/11,9/20/10,FIXED_NA,1798,24,13,0.632,4/7/10,8/17/10,20,4,4/7/10,B,Dallas,10,PUBLIC,1,6,8,1066,O,0.184,0,East Coast,EXISTING,38,42,1798,2,5/4/10,8/31/10,374,255,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.03564728,0.904761905,4,L,Retained
HD,8,0,Other,0,5,A,5/14/11,5/19/11,11/1/10,FIXED_NA,1944,34,4,0.667,2/4/10,8/10/10,9,5,1/22/10,FIXED_NA,Other,5,Catholic,1,PK,8,668,C,0.255,0,East Coast,EXISTING,51,56,1944,1,9/14/10,9/14/10,242,242,Middle,Undefined,Other,May,PK,Middle,PK->Middle,H,0,0.076347305,0.910714286,5,M-L,Retained
HD,8,8,Other,0,4,A,5/16/11,5/19/11,11/1/10,FR,1527,35,8,0.5,2/26/10,8/6/10,7,7,2/27/10,FIXED_NA,Other,2,Catholic,1,PK,8,903,P,0.243,0,East Coast,EXISTING,70,77,1527,1,8/19/10,8/19/10,270,270,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.07751938,0.909090909,7,L,Retained
Other,4,4,CA,0,4,A,5/16/11,5/19/11,10/29/10,FIXED_NA,961,13,2,0.565,1/1/10,8/17/10,4,1,5/6/10,FIXED_NA,Southern California,5,Private non-Christian,0,PK,8,236,M,0.174,0,CA History,EXISTING,23,24,961,0,1/1/10,1/1/10,0,0,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,1,0.097457627,0.958333333,1,S,Retained
HD,6,8,FL,1,5,A,5/16/11,5/20/11,10/1/10,FIXED_NA,1372,16,9,0.444,2/15/10,8/23/10,8,2,2/16/10,FIXED_NA,Other,1,CHD,1,K,8,86,J,0.167,0,East Coast,EXISTING,36,38,1372,1,8/26/10,8/26/10,263,263,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,0,0.418604651,0.947368421,2,S,Churned
HD,7,8,Other,0,4,A,5/16/11,5/20/11,10/15/10,FIXED_NA,1647,32,3,0.696,2/4/10,8/31/10,3,4,2/5/10,FIXED_NA,Other,5,Catholic,1,PK,7,733,P,0.37,0,East Coast,EXISTING,46,50,1647,1,9/8/10,9/8/10,250,250,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.062755798,0.92,4,M-L,Retained
HD,8,8,CA,0,5,A,5/16/11,5/20/11,10/15/10,FIXED_NA,2099,1,0,0.143,1/1/10,8/23/10,0,1,8/10/10,FIXED_NA,Northern California,1,Private non-Christian,1,PK,8,109,O,0,0,East Coast,EXISTING,7,8,2099,1,9/7/10,9/7/10,251,251,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.064220183,0.875,1,S,Retained
HD,8,8,MI,0,5,B,5/16/11,5/20/11,12/3/10,FIXED_NA,639,40,4,0.678,1/1/10,10/21/10,4,4,10/21/10,A,Other,5,PUBLIC,0,6,8,810,Q,0.17,0,East Coast,NEW,59,63,639,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.072839506,0.936507937,4,M-L,Retained
HD,7,8,Other,0,6,B,5/16/11,5/21/11,10/1/10,FR,906,7,6,0.35,3/19/10,8/26/10,7,1,3/19/10,FIXED_NA,Other,1,CHD,1,PK,8,125,K,0.5,0,East Coast,EXISTING,20,21,906,2,5/12/10,9/15/10,369,243,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,0,0.16,0.952380952,1,S,Churned
HD,8,8,MI,0,4,A,5/17/11,5/20/11,6/1/10,CP,1265,6,2,0.546,4/29/10,10/27/10,2,1,4/30/10,FIXED_NA,Other,1,Catholic,1,K,8,145,J,0.273,0,East Coast,EXISTING,11,12,1265,1,8/31/10,8/31/10,259,259,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.075862069,0.916666667,1,S,Retained
HVP,9,12,Other,1,5,B,5/17/11,5/21/11,11/8/10,FR,734,1,0,0.059,2/16/10,2/16/10,3,2,2/16/10,B,Other,2,PUBLIC,1,PK,12,245,G,0,0,East Coast,NEW,17,19,734,1,3/9/10,3/9/10,434,434,High,High,High->High,May,PK,High,PK->High,H,0,0.069387755,0.894736842,2,S,Churned
HD,8,8,IL,0,3,A,5/18/11,5/20/11,10/22/10,FIXED_NA,1066,29,1,0.691,5/14/10,8/24/10,0,5,5/15/10,FIXED_NA,Other,5,Catholic,1,PK,8,653,N,0.238,1,East Coast,EXISTING,42,47,1066,1,9/19/10,9/19/10,241,241,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.06431853,0.893617021,5,M-L,Retained
HD,7,7,IL,0,3,A,5/18/11,5/20/11,11/1/10,FIXED_NA,849,5,0,0.385,5/24/10,5/24/10,1,1,5/22/10,FIXED_NA,Other,10,Private non-Christian,1,PK,8,200,M,0.308,0,East Coast,NEW,13,14,849,1,9/29/10,9/29/10,231,231,Middle,Middle,Middle->Middle,May,PK,Middle,PK->Middle,H,1,0.065,0.928571429,1,S,Churned
Other,4,4,CA,0,3,B,5/18/11,5/20/11,10/20/10,FIXED_NA,579,21,0,0.6,5/3/10,9/22/10,1,2,5/1/10,FIXED_NA,Northern California,5,Private non-Christian,1,PK,8,378,Q,0.286,1,CA History,EXISTING,35,37,579,1,9/1/10,9/1/10,259,259,Elementary,Elementary,Elementary->Elementary,May,PK,Middle,PK->Middle,H,1,0.092592593,0.945945946,2,S-M,Retained
HD,7,8,IL,0,3,A,5/18/11,5/20/11,11/11/10,FR,899,26,4,0.394,10/1/10,10/1/10,6,6,10/1/10,C,Other,10,PUBLIC,1,6,8,365,I,0.061,0,East Coast,NEW,66,72,899,1,10/21/10,10/21/10,209,209,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.180821918,0.916666667,6,S-M,Retained
HD,8,8,IL,0,3,A,5/18/11,5/21/11,10/29/10,FIXED_NA,989,47,2,0.681,1/1/10,9/21/10,4,4,9/17/10,A,Other,5,PUBLIC,0,5,8,460,O,0.159,0,East Coast,NEW,69,73,989,0,1/1/10,1/1/10,0,0,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,1,0.15,0.945205479,4,S-M,Retained
HD,8,8,OH,0,4,B,5/18/11,5/22/11,10/22/10,FR,785,38,3,0.551,4/23/10,8/19/10,3,8,4/22/10,B,Other,10,PUBLIC,1,7,8,366,I,0.232,0,East Coast,EXISTING,69,77,785,1,9/14/10,9/14/10,246,246,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.18852459,0.896103896,8,S-M,Retained
HD,8,8,CO,0,5,A,5/18/11,5/22/11,11/19/10,FIXED_NA,1349,18,12,0.474,1/1/10,9/1/10,13,4,8/24/10,C,Other,4,PUBLIC,1,K,5,333,F,0.079,0,East Coast,NEW,38,42,1349,1,9/14/10,9/14/10,246,246,Middle,Middle,Middle->Middle,May,K,Elementary,K->Elementary,H,1,0.114114114,0.904761905,4,S,Retained
CD,8,9,IL,0,3,A,5/19/11,5/21/11,11/15/10,FIXED_NA,929,20,1,0.625,4/29/10,9/14/10,1,2,4/23/10,FIXED_NA,Other,10,CHD,0,K,8,325,Q,0,1,East Coast,EXISTING,32,34,929,0,1/1/10,1/1/10,0,0,Middle,High,Middle->High,May,K,Middle,K->Middle,C,0,0.098461538,0.941176471,2,S,Retained
HD,8,8,Other,0,4,B,5/19/11,5/22/11,10/15/10,FR,779,22,1,0.431,3/19/10,9/1/10,1,4,3/19/10,FIXED_NA,Other,7,PUBLIC,1,FIXED_NA,0,0,FIXED_NA,0.275,0,East Coast,EXISTING,51,55,779,1,9/14/10,9/14/10,247,247,Middle,Middle,Middle->Middle,May,Undefined,Undefined,Undefined->Undefined,H,1,0,0.927272727,4,FIXED_NA,Retained
HD,6,8,Other,0,4,A,5/19/11,5/22/11,9/30/10,FR,1539,10,3,0.556,1/1/10,8/11/10,4,4,8/12/10,B,Other,10,PUBLIC,1,Other,8,106,F,0.056,0,East Coast,NEW,18,22,1539,1,9/14/10,9/14/10,247,247,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,0,0.169811321,0.818181818,4,S,Churned
HD,8,8,TX,0,5,A,5/19/11,5/23/11,10/20/10,FIXED_NA,1821,8,0,0.615,5/4/10,5/4/10,1,2,3/12/10,C,Houston,1,PUBLIC,1,5,8,725,Other,0.231,0,East Coast,EXISTING,13,15,1821,2,3/26/10,8/31/10,419,261,Middle,Middle,Middle->Middle,May,Elementary,Middle,Elementary->Middle,H,1,0.017931034,0.866666667,2,M-L,Retained
HD,8,8,Other,0,3,A,5/20/11,5/23/11,9/30/10,FIXED_NA,1335,55,2,0.764,2/18/10,8/17/10,4,5,2/18/10,FIXED_NA,Other,5,Private non-Christian,1,PK,12,812,I,0.264,0,East Coast,EXISTING,72,77,1335,2,5/11/10,8/26/10,374,267,Middle,Middle,Middle->Middle,May,PK,High,PK->High,H,1,0.088669951,0.935064935,5,L,Retained
HD,7,8,Other,1,4,A,5/20/11,5/23/11,10/1/10,FIXED_NA,1449,20,3,0.769,4/8/10,8/24/10,4,3,4/7/10,B,Other,10,PUBLIC,1,6,8,503,J,0.269,0,East Coast,EXISTING,26,29,1449,2,5/6/10,9/8/10,379,254,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.051689861,0.896551724,3,S-M,Churned
HS,4,4,CA,0,2,A,5/21/11,5/22/11,10/1/10,FIXED_NA,583,5,4,0.385,5/6/10,8/24/10,8,1,5/6/10,B,Southern California,4,PUBLIC,1,K,6,723,O,0.385,0,CA History,NEW,13,14,583,1,9/15/10,9/15/10,248,248,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.017980636,0.928571429,1,M-L,Churned
Other,5,5,CA,0,7,A,5/21/11,5/27/11,10/1/10,CP,2744,29,0,0.691,2/9/10,8/27/10,1,4,2/9/10,FIXED_NA,Southern California,4,Private non-Christian,1,K,6,280,Q,0.071,0,East Coast,EXISTING,42,46,2744,1,9/28/10,9/28/10,235,235,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.15,0.913043478,4,S,Retained
HC,0,0,CA,0,6,A,5/21/11,5/27/11,11/19/10,FIXED_NA,2175,15,12,0.556,1/1/10,10/11/10,22,3,10/6/10,Other,Southern California,10,PUBLIC,0,7,8,495,K,0.037,0,East Coast,NEW,27,30,2175,0,1/1/10,1/1/10,0,0,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.054545455,0.9,3,S-M,Retained
HD,11,11,Other,0,6,A,5/22/11,5/27/11,6/1/10,SA,2101,0,0,0,2/4/10,2/4/10,6,2,2/5/10,B,Other,10,PUBLIC,1,7,12,150,I,0,0,East Coast,EXISTING,12,14,2101,1,8/26/10,8/26/10,269,269,High,High,High->High,May,Middle,High,Middle->High,H,1,0.08,0.857142857,2,S,Retained
Other,0,0,IL,0,1,B,5/23/11,5/23/11,1/28/11,FR,119,5,1,0.119,1/1/10,11/9/10,3,5,11/4/10,FIXED_NA,Other,0,CHD,1,FIXED_NA,0,0,FIXED_NA,0,0,Other,NEW,42,47,119,1,11/30/10,11/30/10,174,174,Undefined,Undefined,Undefined->Undefined,May,Undefined,Undefined,Undefined->Undefined,H,0,0,0.893617021,5,FIXED_NA,Churned
HD,7,8,Other,1,4,A,5/23/11,5/26/11,11/19/10,FIXED_NA,1499,15,1,0.75,1/1/10,8/30/10,2,2,8/28/10,B,Other,10,PUBLIC,1,6,8,945,L,0.35,0,East Coast,NEW,20,22,1499,1,9/16/10,9/16/10,249,249,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,0,0.021164021,0.909090909,2,L,Churned
HD,9,12,AZ,0,5,A,5/23/11,5/27/11,10/15/10,FIXED_NA,1913,16,1,0.64,4/21/10,8/27/10,2,3,4/21/10,FIXED_NA,Other,7,Private non-Christian,1,FIXED_NA,0,111,I,0.08,0,East Coast,NEW,25,28,1913,1,9/13/10,9/13/10,252,252,High,High,High->High,May,Undefined,Undefined,Undefined->Undefined,H,0,0.225225225,0.892857143,3,S,Churned
HD,0,0,Other,0,4,B,5/24/11,5/27/11,11/1/10,SA,699,0,0,0,1/1/10,1/1/10,6,15,5/5/10,A,Other,5,PUBLIC,1,6,8,737,Q,0,0,East Coast,EXISTING,205,220,699,2,9/7/10,9/13/10,259,253,Undefined,Undefined,Undefined->Undefined,May,Middle,Middle,Middle->Middle,H,0,0.278154681,0.931818182,15,M-L,Retained
HD,8,8,Other,0,4,B,5/24/11,5/27/11,10/15/10,FIXED_NA,768,47,1,0.603,1/28/10,8/23/10,2,6,1/29/10,FIXED_NA,Other,2,Catholic,1,K,8,471,P,0.256,0,East Coast,EXISTING,78,84,768,1,8/31/10,8/31/10,266,266,Middle,Middle,Middle->Middle,May,K,Middle,K->Middle,H,1,0.165605096,0.928571429,6,S-M,Retained
HD,8,8,Other,0,4,B,5/24/11,5/27/11,10/29/10,FIXED_NA,757,52,7,0.712,2/18/10,2/18/10,11,4,2/5/10,B,Other,10,PUBLIC,1,6,10,600,O,0.438,0,East Coast,EXISTING,73,77,757,1,9/30/10,9/30/10,236,236,Middle,Middle,Middle->Middle,May,Middle,High,Middle->High,H,1,0.121666667,0.948051948,4,M-L,Retained
HC,5,5,AZ,0,5,A,5/24/11,5/28/11,9/30/10,FIXED_NA,2174,3,2,1,1/1/10,8/20/10,4,1,8/19/10,B,Other,10,PUBLIC,1,K,8,732,O,0,0,East Coast,NEW,3,4,2174,1,9/8/10,9/8/10,258,258,Elementary,Elementary,Elementary->Elementary,May,K,Middle,K->Middle,H,1,0.004098361,0.75,1,M-L,Churned
HD,8,8,Other,0,6,B,5/24/11,5/29/11,10/31/10,FIXED_NA,790,43,7,0.662,2/26/10,8/27/10,7,4,2/27/10,C,Other,10,PUBLIC,1,6,8,728,L,0.169,0,East Coast,EXISTING,65,69,790,1,9/30/10,9/30/10,236,236,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.089285714,0.942028986,4,M-L,Retained
HC,8,8,CA,0,6,A,5/24/11,5/30/11,11/1/10,FIXED_NA,2374,12,2,0.4,3/1/10,8/25/10,6,6,2/25/10,B,Southern California,5,PUBLIC,1,6,8,1174,L,0.367,0,East Coast,EXISTING,30,36,2374,1,9/1/10,9/1/10,265,265,Middle,Middle,Middle->Middle,May,Middle,Middle,Middle->Middle,H,1,0.025553663,0.833333333,6,L,Retained
